True Values,Predictions
0.0743442177772522,0.07149431109428406
0.07536019384860992,0.07462114095687866
0.07801312208175659,0.0740373358130455
0.07617799937725067,0.07768046855926514
0.07532110065221786,0.0747741162776947
0.0755448043346405,0.07506807893514633
0.07248196005821228,0.07525639981031418
0.06890732049942017,0.07471165060997009
0.06917458772659302,0.07392610609531403
0.07467934489250183,0.0747591108083725
0.07820846885442734,0.07552649080753326
0.0777033269405365,0.0779590904712677
0.07802802324295044,0.07572336494922638
0.07982268184423447,0.0712176263332367
0.0799422487616539,0.07226812094449997
0.07934887707233429,0.07810541242361069
0.08178383111953735,0.07583735138177872
0.0835256427526474,0.07579463720321655
0.08358815312385559,0.07632490992546082
0.08296012133359909,0.07431226968765259
0.08190283179283142,0.07338771969079971
0.0820712000131607,0.07677768170833588
0.08339288830757141,0.07642443478107452
0.08546317368745804,0.07867554575204849
0.08660063147544861,0.07927536964416504
0.08672864735126495,0.08058395981788635
0.08781517297029495,0.08096501976251602
0.08660533279180527,0.08476489782333374
0.08630016446113586,0.08076684176921844
0.08817361295223236,0.08245379477739334
0.08862017840147018,0.08186297118663788
0.08531704545021057,0.08022888749837875
0.0834871232509613,0.08187808096408844
0.0822487398982048,0.08063340187072754
0.0824761837720871,0.08117681741714478
0.08276332169771194,0.08376093208789825
0.08408397436141968,0.08343899250030518
0.08409608900547028,0.07868784666061401
0.08028662949800491,0.0791158452630043
0.07757340371608734,0.08354686200618744
0.07837565243244171,0.0830046758055687
0.07891702651977539,0.08217626810073853
0.07886627316474915,0.08249625563621521
0.07813514024019241,0.08037041127681732
0.07694119960069656,0.07970522344112396
0.07979761064052582,0.08324828743934631
0.08177680522203445,0.08373072743415833
0.08033657819032669,0.0839286521077156
0.07820258289575577,0.06969346106052399
0.07716994732618332,0.07452815026044846
0.07525090128183365,0.08011297136545181
0.07342055439949036,0.0773419663310051
0.07416927069425583,0.0874292254447937
0.07427306473255157,0.07992248237133026
0.07254871726036072,0.0796547681093216
0.07151936739683151,0.07703260332345963
0.07370024174451828,0.07905196398496628
0.07454735785722733,0.08191604167222977
0.07479176670312881,0.07310004532337189
0.0772257000207901,0.0865560919046402
0.0778152197599411,0.07552836835384369
0.0787113606929779,0.07418184727430344
0.08014432340860367,0.07980827242136002
0.07944460213184357,0.08398996293544769
0.07775300741195679,0.07551492005586624
0.07771169394254684,0.082893006503582
0.0784401223063469,0.08341370522975922
0.07776424288749695,0.07748831808567047
0.07809902727603912,0.08223063498735428
0.07822444289922714,0.07497109472751617
0.07630651444196701,0.07360155880451202
0.0760016068816185,0.07215962558984756
0.07802672684192657,0.0665009617805481
0.0801166221499443,0.0731968879699707
0.08109671622514725,0.07411094754934311
0.0812111645936966,0.07590663433074951
0.0802680179476738,0.08407856523990631
0.08014646172523499,0.07743789255619049
0.08065256476402283,0.0742310956120491
0.08325214684009552,0.07280723005533218
0.08532208949327469,0.07868277281522751
0.08568905293941498,0.07859309017658234
0.08490357547998428,0.0720013678073883
0.08452033251523972,0.08132950961589813
0.08469440042972565,0.06938369572162628
0.08291514217853546,0.07135765254497528
0.08289068192243576,0.07493668794631958
0.08412371575832367,0.08233298361301422
0.0845906063914299,0.07074163109064102
0.08470781147480011,0.0798104926943779
0.08500958234071732,0.08146874606609344
0.08658145368099213,0.07658949494361877
0.08664481341838837,0.08228404074907303
0.0864349827170372,0.07141771912574768
0.08756621181964874,0.0711626410484314
0.08752807229757309,0.07136494666337967
0.09465900808572769,0.0911332443356514
0.09680048376321793,0.09060038626194
0.09886821359395981,0.09179699420928955
0.09961707890033722,0.094477578997612
0.09967643022537231,0.09285485744476318
0.09951944649219513,0.09297164529561996
0.10043308883905411,0.09183010458946228
0.10165813565254211,0.08996149897575378
0.10014350712299347,0.09209888428449631
0.09766796976327896,0.09140621870756149
0.09822825342416763,0.09104570001363754
0.09866064041852951,0.0928814560174942
0.09904835373163223,0.09496162831783295
0.10034455358982086,0.09042663127183914
0.10144395381212234,0.08871196955442429
0.10178539156913757,0.09288440644741058
0.10389316082000732,0.09177003055810928
0.10547474026679993,0.09288770705461502
0.10577578842639923,0.09402956813573837
0.10554226487874985,0.09102615714073181
0.10395201295614243,0.08994447439908981
0.1039806380867958,0.09313660115003586
0.10518153011798859,0.09230348467826843
0.10610197484493256,0.09225955605506897
0.10821571201086044,0.0947592481970787
0.1078920066356659,0.09543608129024506
0.10622510313987732,0.09615910053253174
0.1046694666147232,0.09949302673339844
0.10482679307460785,0.0973760187625885
0.10349223017692566,0.09744787216186523
0.1009296402335167,0.09665156900882721
0.10133814066648483,0.09472915530204773
0.10264312475919724,0.09752002358436584
0.10129980742931366,0.09641274809837341
0.10063180327415466,0.09689787030220032
0.10147880017757416,0.0975756049156189
0.10220925509929657,0.09866917133331299
0.10340086370706558,0.0948113203048706
0.10517361760139465,0.09448076784610748
0.10536334663629532,0.09805864840745926
0.10537607222795486,0.09686601907014847
0.10404177755117416,0.0969817191362381
0.10397215187549591,0.09800408780574799
0.10438519716262817,0.09668032079935074
0.10495755821466446,0.0962648093700409
0.10608439892530441,0.09857466071844101
0.10694928467273712,0.09868638217449188
0.10649844259023666,0.09845823049545288
0.10797622799873352,0.09971076995134354
0.10953090339899063,0.10060258209705353
0.11043129116296768,0.10214418172836304
0.11185649782419205,0.10296554863452911
0.11191587895154953,0.10115700960159302
0.11392544955015182,0.10282211750745773
0.11503925919532776,0.10245205461978912
0.11619631946086884,0.1004885882139206
0.11563068628311157,0.10007868707180023
0.11447247117757797,0.10142894089221954
0.11453323066234589,0.10147859901189804
0.11593444645404816,0.1045960783958435
0.11557362973690033,0.1040925532579422
0.11393018811941147,0.10027533024549484
0.11484474688768387,0.10083788633346558
0.11595366150140762,0.10334409028291702
0.11601312458515167,0.10284703224897385
0.11560997366905212,0.10290102660655975
0.1155073344707489,0.1036662682890892
0.1154678538441658,0.10011103749275208
0.11629904061555862,0.10005965828895569
0.11724619567394257,0.10194168239831924
0.11935076117515564,0.10427144169807434
0.12031622231006622,0.10352756083011627
0.1218206062912941,0.10785918682813644
0.12177234888076782,0.10710892081260681
0.11883587390184402,0.1085662841796875
0.11734436452388763,0.11145384609699249
0.1137983500957489,0.10540466010570526
0.11088477075099945,0.10888930410146713
0.11207481473684311,0.10895420610904694
0.11126048117876053,0.10746076703071594
0.10794118791818619,0.10714750736951828
0.10873041301965714,0.10652132332324982
0.1120094284415245,0.10837350785732269
0.11188282817602158,0.10818132758140564
0.1136610135436058,0.11420778930187225
0.11504793167114258,0.10679180175065994
0.11496271193027496,0.10633189231157303
0.11312235891819,0.10771016776561737
0.11428239941596985,0.1111408993601799
0.11505014449357986,0.10786407440900803
0.11625459790229797,0.10721606761217117
0.11625390499830246,0.10704457014799118
0.11530847102403641,0.10459980368614197
0.11425817012786865,0.11135589331388474
0.11144883930683136,0.11284220218658447
0.11029689013957977,0.11111797392368317
0.1213911697268486,0.10367552936077118
0.12015438824892044,0.10689754784107208
0.11945420503616333,0.10955292731523514
0.11658254265785217,0.10881206393241882
0.11637718230485916,0.11821039021015167
0.11856803297996521,0.1099027693271637
0.1207207515835762,0.10910908877849579
0.12024908512830734,0.11124755442142487
0.12080482393503189,0.11403452605009079
0.12022103369235992,0.11316709220409393
0.11921323090791702,0.11076164245605469
0.11960893124341965,0.11548922955989838
0.11802410334348679,0.10687067359685898
0.11432439833879471,0.1088569164276123
0.1129065677523613,0.1101359874010086
0.11141421645879745,0.11642253398895264
0.11144952476024628,0.11009079217910767
0.11268898099660873,0.11436016857624054
0.11125360429286957,0.11355516314506531
0.10980290919542313,0.11370187997817993
0.10922069102525711,0.11792875826358795
0.10981280356645584,0.10836692154407501
0.1112990751862526,0.10601741820573807
0.1108626052737236,0.1097041666507721
0.11294875293970108,0.08831016719341278
0.11473996937274933,0.09313446283340454
0.11529948562383652,0.10002138465642929
0.11490099877119064,0.09700006991624832
0.11599325388669968,0.11181315779685974
0.11696524918079376,0.09955982118844986
0.11532841622829437,0.09909051656723022
0.11219128221273422,0.09699815511703491
0.11038359999656677,0.10153599083423615
0.1078331246972084,0.10404672473669052
0.10733497142791748,0.09380537271499634
0.105514295399189,0.10636670142412186
0.10237337648868561,0.09379298239946365
0.10248132795095444,0.0944792851805687
0.10369590669870377,0.100906603038311
0.10350093990564346,0.10444566607475281
0.10187037289142609,0.09401209652423859
0.10217104107141495,0.10313314199447632
0.1034039556980133,0.104210264980793
0.10476278513669968,0.0994439572095871
0.10376889258623123,0.10645189881324768
0.10247326642274857,0.09353549778461456
0.10229764133691788,0.09145591408014297
0.10008703172206879,0.090553879737854
0.09915676712989807,0.08380240201950073
0.09983478486537933,0.08859705179929733
0.1005057767033577,0.09469415247440338
0.10176769644021988,0.09198266267776489
0.10184996575117111,0.10831204056739807
0.10087212920188904,0.09530393779277802
0.10183980315923691,0.0940476581454277
0.10274194926023483,0.09300953149795532
0.10453040897846222,0.09723959863185883
0.10506585985422134,0.09966044127941132
0.10561582446098328,0.09025364369153976
0.10712070763111115,0.10223495215177536
0.10752902179956436,0.08761845529079437
0.10890111327171326,0.09038335829973221
0.10901062935590744,0.09611602872610092
0.10693927109241486,0.10207432508468628
0.1056210994720459,0.089267298579216
0.10668583959341049,0.09921828657388687
0.10594839602708817,0.1010340228676796
0.10395678877830505,0.09551526606082916
0.10316057503223419,0.10323946177959442
0.10438497364521027,0.08838221430778503
0.10653749853372574,0.08619052916765213
0.10768882930278778,0.08730974793434143
0.10909053683280945,0.08930091559886932
0.11034011095762253,0.09227415919303894
0.1102236732840538,0.09407726675271988
0.11065755039453506,0.0962233617901802
0.11067012697458267,0.09902618080377579
0.10880137234926224,0.09659259766340256
0.10567345470190048,0.09502282738685608
0.1051613911986351,0.09264814853668213
0.10510624945163727,0.09682207554578781
0.10282009094953537,0.09641962498426437
0.10078434646129608,0.0922820195555687
0.10069504380226135,0.09868495166301727
0.09956277906894684,0.09444648772478104
0.09959488362073898,0.0917867124080658
0.10073654353618622,0.09481289237737656
0.10042116791009903,0.09843072295188904
0.09987036138772964,0.09328457713127136
0.09850995987653732,0.09725923091173172
0.09781230241060257,0.09828343242406845
0.09623007476329803,0.0941510945558548
0.09583868831396103,0.09734737873077393
0.0974213033914566,0.09381243586540222
0.09898560494184494,0.09421057254076004
0.09874329715967178,0.09351174533367157
0.10861244797706604,0.10237233340740204
0.10703010112047195,0.10108771175146103
0.10766933858394623,0.10029076039791107
0.10885399580001831,0.10427138954401016
0.10888605564832687,0.09899751096963882
0.10900707542896271,0.10257619619369507
0.11142678558826447,0.10141930729150772
0.11441492289304733,0.10048563033342361
0.1152825579047203,0.10133880376815796
0.11450495570898056,0.10039439052343369
0.11461757123470306,0.10284925252199173
0.11502129584550858,0.1024826169013977
0.116094671189785,0.10577575117349625
0.1160285621881485,0.10069797188043594
0.11350628733634949,0.09855268895626068
0.11359838396310806,0.10229001194238663
0.11357869952917099,0.10323339700698853
0.11362963914871216,0.10181494802236557
0.11481471359729767,0.10375124216079712
0.11463010311126709,0.10035312920808792
0.11516173183917999,0.0982201099395752
0.1156654953956604,0.1044079065322876
0.11436566710472107,0.10493462532758713
0.11382823437452316,0.10634452104568481
0.11462517827749252,0.09843532741069794
0.11512473970651627,0.10092676430940628
0.11682191491127014,0.10262957215309143
0.1184275671839714,0.10320884734392166
0.11845286190509796,0.10673457384109497
0.11833443492650986,0.10273458063602448
0.11604855209589005,0.102448470890522
0.11432107537984848,0.10298416763544083
0.11294103413820267,0.10349592566490173
0.11306629329919815,0.10395831614732742
0.1132073774933815,0.10274234414100647
0.11185867339372635,0.10654233396053314
0.11099539697170258,0.10283727198839188
0.1119581088423729,0.1008174940943718
0.11226901412010193,0.1018109992146492
0.11147642880678177,0.10631577670574188
0.11100655794143677,0.10270287096500397
0.11167597770690918,0.10536085814237595
0.11230787634849548,0.10498323291540146
0.11374534666538239,0.10403556376695633
0.11363189667463303,0.10551006346940994
0.11180246621370316,0.10247567296028137
0.11016754060983658,0.10164665430784225
0.10967137664556503,0.10322856903076172
0.11031176149845123,0.09044454991817474
0.11008274555206299,0.0951470136642456
0.10958230495452881,0.10112394392490387
0.11061181128025055,0.09750513732433319
0.11081193387508392,0.11244724690914154
0.11041959375143051,0.10016562044620514
0.11185741424560547,0.0992889404296875
0.11367274075746536,0.0991988256573677
0.11400604248046875,0.10192756354808807
0.11469335108995438,0.10427465289831161
0.11505293846130371,0.0960155799984932
0.11436837911605835,0.10720330476760864
0.11530029028654099,0.09484576433897018
0.11637114733457565,0.09635475277900696
0.1156567856669426,0.10110338777303696
0.11562144011259079,0.10569167882204056
0.11647256463766098,0.09525519609451294
0.11776471138000488,0.10479994118213654
0.11804836988449097,0.10529115051031113
0.11895861476659775,0.10163504630327225
0.11909889429807663,0.1079164445400238
0.11833004653453827,0.0949302613735199
0.11872731149196625,0.09296364337205887
0.11953265964984894,0.09275180101394653
0.1211051419377327,0.10650584101676941
0.1213294118642807,0.10560200363397598
0.12095893174409866,0.10667175054550171
0.12043628841638565,0.10929261147975922
0.11919878423213959,0.10736881196498871
0.12049918621778488,0.10706138610839844
0.12092679738998413,0.10632813721895218
0.12091785669326782,0.10561677068471909
0.11949735134840012,0.10647723823785782
0.11798910051584244,0.10606692731380463
0.11806541681289673,0.10623388737440109
0.11896683275699615,0.10777425765991211
0.11944151669740677,0.11020839959383011
0.11767074465751648,0.1055331751704216
0.11682191491127014,0.10365506261587143
0.11726576089859009,0.10653959214687347
0.11782088875770569,0.1067788302898407
0.11819388717412949,0.10780569911003113
0.11822476238012314,0.108086958527565
0.11957258731126785,0.10591303557157516
0.12031939625740051,0.1050301045179367
0.12086550146341324,0.1073051244020462
0.12050668150186539,0.10767044872045517
0.12069079279899597,0.10682570934295654
0.12688790261745453,0.11388015002012253
0.12732090055942535,0.11349976062774658
0.12790067493915558,0.11459492146968842
0.12794874608516693,0.1164243072271347
0.12744008004665375,0.11425592005252838
0.12789876759052277,0.11516931653022766
0.1280452311038971,0.1144525334239006
0.12716372311115265,0.11313039064407349
0.12663164734840393,0.11317894607782364
0.12678106129169464,0.11369219422340393
0.1273273527622223,0.11427314579486847
0.12786833941936493,0.11621803790330887
0.12770524621009827,0.11782470345497131
0.12727691233158112,0.11359148472547531
0.12717102468013763,0.1125430017709732
0.12754081189632416,0.11501502990722656
0.12748582661151886,0.11485852301120758
0.128569558262825,0.11561810225248337
0.1297045350074768,0.11638902127742767
0.12939803302288055,0.11286493390798569
0.12870724499225616,0.11273860931396484
0.12879329919815063,0.11467483639717102
0.12779073417186737,0.11644420027732849
